Journal,URL,journal_abbr,search_abbr
Ekonomija Economics,https://ideas.repec.org/s/eff/ekoeco.html,ekoeco,
Ekonomik Yaklasim,https://ideas.repec.org/s/eyd/eyjrnl.html,eyjrnl,
Ekonomika a Management,https://ideas.repec.org/s/prg/jnleam.html,jnleam,
Ekonomika Economics),https://ideas.repec.org/s/vrs/ekonom.html,ekonom,
"Ekonomika, Journal for Economic Theory and Practice and Social Issues",https://ideas.repec.org/s/ags/sereko.html,sereko,
"Ekonomika, Journal for Economic Theory and Practice and Social Issues",https://ideas.repec.org/s/esb/casprv.html,casprv,
Ekonomista,https://ideas.repec.org/s/aoq/ekonom.html,ekonom,
Ekonomske ideje i praksa,https://ideas.repec.org/s/beo/ekidpr.html,ekidpr,
Ekonomski pregled,https://ideas.repec.org/s/hde/epregl.html,epregl,
Ekpirosis,https://ideas.repec.org/s/lum/rev9rl.html,rev9rl,
El Trimestre Económico,https://ideas.repec.org/s/elt/journl.html,journl,
Electronic Commerce Research,https://ideas.repec.org/s/spr/elcore.html,elcore,
electronic International Journal of Time Use Research,https://ideas.repec.org/s/leu/journl.html,journl,
Electronic magazine Dialogue,https://ideas.repec.org/s/dat/dialog.html,dialog,
Electronic Markets,https://ideas.repec.org/s/spr/elmark.html,elmark,
Emerging Economy Studies,https://ideas.repec.org/s/sae/emecst.html,emecst,
Emerging Issues,https://ideas.repec.org/s/fip/fedhei.html,fedhei,
Emerging Markets Finance and Trade,https://ideas.repec.org/s/mes/emfitr.html,emfitr,
Emerging Markets Review,https://ideas.repec.org/s/eee/ememar.html,ememar,
Empirica,https://ideas.repec.org/s/kap/empiri.html,empiri,
Empirical Economic Review,https://ideas.repec.org/s/ris/empecr.html,empecr,
Empirical Economics,https://ideas.repec.org/s/spr/empeco.html,empeco,
En-Contexto,https://ideas.repec.org/s/col/000499.html,000499,
Energies,https://ideas.repec.org/s/gam/jeners.html,jeners,
Energy & Environment,https://ideas.repec.org/s/sae/engenv.html,engenv,
Energy Economics Letters,https://ideas.repec.org/s/asi/eneclt.html,eneclt,
Energy Economics,https://ideas.repec.org/s/eee/eneeco.html,eneeco,
Energy Policy,https://ideas.repec.org/s/eee/enepol.html,enepol,
Energy,https://ideas.repec.org/s/eee/energy.html,energy,
Engineering and Process Economics,https://ideas.repec.org/s/eee/eproec.html,eproec,
Engineering Costs and Production Economics,https://ideas.repec.org/s/eee/ecpeco.html,ecpeco,
Engineering Management in Production and Services,https://ideas.repec.org/s/vrs/ecoman.html,ecoman,
Enometrica,https://ideas.repec.org/s/mcr/jenome.html,jenome,
Ensayos de Política Económica,https://ideas.repec.org/s/atw/epecon.html,epecon,
Ensayos Económicos,https://ideas.repec.org/s/bcr/ensayo.html,ensayo,
Ensayos Revista de Economia,https://ideas.repec.org/s/ere/journl.html,journl,
Entelequia. Revista Interdisciplinar,https://ideas.repec.org/s/erv/ancoec.html,ancoec,
Enterprise & Society,https://ideas.repec.org/s/cup/entsoc.html,entsoc,
Enterprise and Work Innovation Studies,https://ideas.repec.org/s/ieu/journl.html,journl,
Enterprise Risk Management,https://ideas.repec.org/s/mth/ermjnl.html,ermjnl,
Entreprendre & innover,https://ideas.repec.org/s/cai/entdbu.html,entdbu,
Entrepreneurâ€™s Guide,https://ideas.repec.org/s/ahc/journl.html,journl,
Entrepreneurial Business and Economics Review,https://ideas.repec.org/s/krk/eberjl.html,eberjl,
Entrepreneurship & Regional Development,https://ideas.repec.org/s/taf/entreg.html,entreg,
Entrepreneurship and Innovation Policy and the Economy,https://ideas.repec.org/s/ucp/eipoec.html,eipoec,
Entrepreneurship and Sustainability Issues,https://ideas.repec.org/s/ssi/jouesi.html,jouesi,
Entrepreneurship Research Journal,https://ideas.repec.org/s/bpj/erjour.html,erjour,
Entrepreneurship Theory and Practice,https://ideas.repec.org/s/sae/entthe.html,entthe,
Entrepreneurship,https://ideas.repec.org/s/neo/epjour.html,epjour,
Environment and Development Economics,https://ideas.repec.org/s/cup/endeec.html,endeec,
Environment and Planning A,https://ideas.repec.org/s/sae/envira.html,envira,
Environment and Planning B,https://ideas.repec.org/s/sae/envirb.html,envirb,
Environment and Planning C,https://ideas.repec.org/s/sae/envirc.html,envirc,
"Environment, Development and Sustainability: A Multidisciplinary Approach to the Theory and Practice of Sustainable Development",https://ideas.repec.org/s/spr/endesu.html,endesu,
Environmental & Resource Economics,https://ideas.repec.org/s/kap/enreec.html,enreec,
Environmental & Socio-economic Studies,https://ideas.repec.org/s/vrs/enviro.html,enviro,
Environmental and Energy Policy and the Economy,https://ideas.repec.org/s/ucp/epolec.html,epolec,
Environmental Economics and Policy Studies,https://ideas.repec.org/s/spr/envpol.html,envpol,
Environmental Management and Sustainable Development,https://ideas.repec.org/s/mth/emsd88.html,emsd88,
Environmental Research and Ecotoxicity,https://ideas.repec.org/s/dbk/enviro.html,enviro,
Environmental Science & Policy,https://ideas.repec.org/s/eee/enscpo.html,enscpo,
Environmetrics,https://ideas.repec.org/s/wly/envmet.html,envmet,
Equilibrium. Quarterly Journal of Economics and Economic Policy,https://ideas.repec.org/s/pes/ierequ.html,ierequ,
ERSA Working Paper Series,https://ideas.repec.org/s/rza/ersawp.html,ersawp,
eseconomía,https://ideas.repec.org/s/ipn/esecon.html,esecon,
ESPERIENZE D IMPRESA,https://ideas.repec.org/s/fan/eieiei.html,eieiei,
Estey Centre Journal of International Law and Trade Policy,https://ideas.repec.org/s/ags/ecjilt.html,ecjilt,
Estocástica: finanzas y riesgo,https://ideas.repec.org/s/sfr/efruam.html,efruam,
Estudios de Economia,https://ideas.repec.org/s/udc/esteco.html,esteco,
Estudios Economicos de Desarrollo Internacional,https://ideas.repec.org/s/eaa/eedein.html,eedein,
Estudios Económicos,https://ideas.repec.org/s/emx/esteco.html,esteco,
Estudios Economicos,https://ideas.repec.org/s/uns/esteco.html,esteco,
Estudios Gerenciales,https://ideas.repec.org/s/col/000129.html,000129,
Estudios Nueva Economía,https://ideas.repec.org/s/ris/eneene.html,eneene,
Estudios Públicos,https://ideas.repec.org/s/cpt/journl.html,journl,
Estudios Regionales,https://ideas.repec.org/s/bbj/estcie.html,estcie,
Eszak-magyarorszagi Strategiai Fuzetek,https://ideas.repec.org/s/mic/esfjrn.html,esfjrn,
"EthAIca: Journal of Ethics, AI and Critical Analysis",https://ideas.repec.org/s/dbk/ethaic.html,ethaic,
Ethics and Economics,https://ideas.repec.org/s/ris/etheco.html,etheco,
Ethiopian Journal of Economics,https://ideas.repec.org/s/ags/eeaeje.html,eeaeje,
Etudes en Economie Islamique,https://ideas.repec.org/s/ris/etecis.html,etecis,
Etudes et conjoncture - Economie française,https://ideas.repec.org/s/prs/conjef.html,conjef,
Etudes et conjoncture - Economie mondiale,https://ideas.repec.org/s/prs/conjem.html,conjem,
Etudes et conjoncture - Institut national de la statistique et des études économiques,https://ideas.repec.org/s/prs/conjin.html,conjin,
Eurasian Academy Of Sciences Social Sciences Journal,https://ideas.repec.org/s/eas/journl.html,journl,
Eurasian Business & Economics Journal,https://ideas.repec.org/s/eas/buseco.html,buseco,
Eurasian Business Review,https://ideas.repec.org/s/spr/eurasi.html,eurasi,
Eurasian Economic Review,https://ideas.repec.org/s/spr/eurase.html,eurase,
"Eurasian Eononometrics, Statistics and Emprical Economics Journal",https://ideas.repec.org/s/eas/econst.html,econst,
"Eurasian integration: economy, law, politics",https://ideas.repec.org/s/rnp/eurint.html,eurint,
Eurasian Journal of Agricultural Economics,https://ideas.repec.org/s/ags/eurasj.html,eurasj,
Eurasian Journal of Business and Management,https://ideas.repec.org/s/ejn/ejbmjr.html,ejbmjr,
Eurasian Journal of Economics and Finance,https://ideas.repec.org/s/ejn/ejefjr.html,ejefjr,
Eurasian Journal of Social Sciences,https://ideas.repec.org/s/ejn/ejssjr.html,ejssjr,
Eurasian Studies Journal,https://ideas.repec.org/s/eas/eustud.html,eustud,
EUREKA: Social and Humanities,https://ideas.repec.org/s/nos/social.html,social,
EURINT,https://ideas.repec.org/s/jes/eurint.html,eurint,
EURO Journal on Decision Processes,https://ideas.repec.org/s/spr/eurjdp.html,eurjdp,
EuroChoices,https://ideas.repec.org/s/bla/eurcho.html,eurcho,
EuroEconomica,https://ideas.repec.org/s/dug/journl.html,journl,
Euroinfo,https://ideas.repec.org/s/iem/eurinf.html,eurinf,
Europe-Asia Studies,https://ideas.repec.org/s/taf/ceasxx.html,ceasxx,
European Accounting Review,https://ideas.repec.org/s/taf/euract.html,euract,
European Company and Financial Law Review,https://ideas.repec.org/s/bpj/eucflr.html,eucflr,
European Competition Journal,https://ideas.repec.org/s/taf/recjxx.html,recjxx,
European Countryside,https://ideas.repec.org/s/vrs/eurcou.html,eurcou,
European Economic Letters,https://ideas.repec.org/s/ris/eueclt.html,eueclt,
European Economic Review,https://ideas.repec.org/s/eee/eecrev.html,eecrev,eer
European Financial and Accounting Journal,https://ideas.repec.org/s/prg/jnlefa.html,jnlefa,
European Financial Management,https://ideas.repec.org/s/bla/eufman.html,eufman,
European Integration online Papers EIoP),https://ideas.repec.org/s/erp/eiopxx.html,eiopxx,
"European Journal of Accounting, Finance & Business",https://ideas.repec.org/s/scm/ejafbu.html,ejafbu,
European Journal of Ageing,https://ideas.repec.org/s/spr/eujoag.html,eujoag,
"European Journal of AI, Computing & Informatics",https://ideas.repec.org/s/dba/ejacia.html,ejacia,
European Journal of Biology,https://ideas.repec.org/s/bfy/ojtejb.html,ojtejb,
European Journal of Business and Economics,https://ideas.repec.org/s/aad/ejbejj.html,ejbejj,
European Journal of Business and Strategic Management,https://ideas.repec.org/s/bdu/oejbsm.html,oejbsm,
European Journal of Business Science and Technology,https://ideas.repec.org/s/men/journl.html,journl,
"European Journal of Business, Economics & Management",https://ideas.repec.org/s/dba/ejbema.html,ejbema,
European Journal of Comparative Economics,https://ideas.repec.org/s/liu/liucej.html,liucej,
European Journal of Economic and Social Systems,https://ideas.repec.org/s/ris/ejessy.html,ejessy,
European Journal of Economics and Business Studies Articles,https://ideas.repec.org/s/eur/ejesjr.html,ejesjr,
European Journal of Economics and Economic Policies: Intervention,https://ideas.repec.org/s/elg/ejeepi.html,ejeepi,
European journal of economics and management sciences,https://ideas.repec.org/s/scn/032479.html,032479,
"European Journal of Economics, Law and Social Sciences",https://ideas.repec.org/s/vrs/ejelss.html,ejelss,
European Journal of Education Science,https://ideas.repec.org/s/dba/ejesaa.html,ejesaa,
European Journal of Engineering and Technologies,https://ideas.repec.org/s/dba/ejetaa.html,ejetaa,
European Journal of Government and Economics,https://ideas.repec.org/s/egr/ejge00.html,ejge00,
European Journal of Housing Policy,https://ideas.repec.org/s/taf/eurjhp.html,eurjhp,
European Journal of Human Resource,https://ideas.repec.org/s/bfy/ojtejh.html,ojtejh,
European Journal of Industrial Relations,https://ideas.repec.org/s/sae/eurjou.html,eurjou,
European Journal of Information and Knowledge Management,https://ideas.repec.org/s/bhx/oejikm.html,oejikm,
European Journal of Innovation Management,https://ideas.repec.org/s/eme/ejimpp.html,ejimpp,
European Journal of Interdisciplinary Studies Articles,https://ideas.repec.org/s/eur/ejisjr.html,ejisjr,
European Journal of Interdisciplinary Studies,https://ideas.repec.org/s/jis/ejistu.html,ejistu,
European Journal of Law and Economics,https://ideas.repec.org/s/kap/ejlwec.html,ejlwec,
European Journal of Law and Public Administration,https://ideas.repec.org/s/lum/ejlpa1.html,ejlpa1,
European Journal of Management and Business Economics,https://ideas.repec.org/s/eme/ejmbep.html,ejmbep,
European Journal of Management Studies,https://ideas.repec.org/s/eme/ejmspp.html,ejmspp,
European Journal of Marketing and Economics Articles,https://ideas.repec.org/s/eur/ejmejr.html,ejmejr,
European Journal of Multidisciplinary Studies Articles,https://ideas.repec.org/s/eur/ejmsjr.html,ejmsjr,
European Journal of Operational Research,https://ideas.repec.org/s/eee/ejores.html,ejores,
European Journal of Political Economy,https://ideas.repec.org/s/eee/poleco.html,poleco,
European Journal of Population,https://ideas.repec.org/s/spr/eurpop.html,eurpop,
European Journal of Psychology,https://ideas.repec.org/s/dba/ejpaaa.html,ejpaaa,
European Journal of Public Administration Research,https://ideas.repec.org/s/aic/ejpair.html,ejpair,
European Journal of Public Health and Environmental Research,https://ideas.repec.org/s/dba/ejpher.html,ejpher,
European Journal of Social Sciences Articles,https://ideas.repec.org/s/eur/ejssjr.html,ejssjr,
European Journal of Social Sciences Education and Research Articles,https://ideas.repec.org/s/eur/ejserj.html,ejserj,
European Journal of Sociology,https://ideas.repec.org/s/bfy/ojtejs.html,ojtejs,
European Journal of Studies in Management and Business,https://ideas.repec.org/s/bco/mbrqaa.html,mbrqaa,
"European Journal of Tourism, Hospitality and Recreation",https://ideas.repec.org/s/vrs/ejothr.html,ejothr,
European Management Journal,https://ideas.repec.org/s/eee/eurman.html,eurman,
European Management Studies,https://ideas.repec.org/s/sgm/emswzu.html,emswzu,
European Planning Studies,https://ideas.repec.org/s/taf/eurpls.html,eurpls,
European Political Economy Review,https://ideas.repec.org/s/epe/journl.html,journl,
European Research on Management and Business Economics ERMBE),https://ideas.repec.org/s/idi/jermbe.html,jermbe,
European Research Studies Journal,https://ideas.repec.org/s/ers/journl.html,journl,
European Review of Agricultural Economics,https://ideas.repec.org/s/oup/erevae.html,erevae,
European Review of Applied Sociology,https://ideas.repec.org/s/vrs/erapso.html,erapso,
European Review of Economic History,https://ideas.repec.org/s/cup/ereveh.html,ereveh,
European Review of Economic History,https://ideas.repec.org/s/oup/ereveh.html,ereveh,
European Review,https://ideas.repec.org/s/cup/eurrev.html,eurrev,
European scientific journal of Economic and Financial innovation,https://ideas.repec.org/s/efn/journl.html,journl,
European Spatial Research and Policy,https://ideas.repec.org/s/vrs/eusprp.html,eusprp,
"European Studies - The Review of European Law, Economics and Politics",https://ideas.repec.org/s/vrs/eurstu.html,eurstu,
European Transport \ Trasporti Europei,https://ideas.repec.org/s/sot/journl.html,journl,
European Union Politics,https://ideas.repec.org/s/sae/eeupol.html,eeupol,
Europolity – Continuity and Change in European Governance - New Series,https://ideas.repec.org/s/epl/eplnew.html,eplnew,
Europolity – Continuity and Change in European Governance - Old Series,https://ideas.repec.org/s/epl/eplold.html,eplold,
Evaluation and Program Planning,https://ideas.repec.org/s/eee/epplan.html,epplan,
Evaluation Review,https://ideas.repec.org/s/sae/evarev.html,evarev,
Evidence-based HRM,https://ideas.repec.org/s/eme/ebhrmp.html,ebhrmp,
eVitroKhem,https://ideas.repec.org/s/dbk/evitro.html,evitro,
Evolutionary and Institutional Economics Review,https://ideas.repec.org/s/spr/eaiere.html,eaiere,
Experimental Economics,https://ideas.repec.org/s/kap/expeco.html,expeco,ee
Expert Journal of Business and Management,https://ideas.repec.org/s/exp/bsness.html,bsness,
Expert Journal of Economics,https://ideas.repec.org/s/exp/econcs.html,econcs,
Expert Journal of Finance,https://ideas.repec.org/s/exp/finnce.html,finnce,
Expert Journal of Marketing,https://ideas.repec.org/s/exp/mkting.html,mkting,
Explorations in Economic History,https://ideas.repec.org/s/eee/exehis.html,exehis,eeh
Explorations in Modern Science,https://ideas.repec.org/s/ctz/exmsci.html,exmsci,
FACES. Revista Iberoamericana de Ciencias Económicas y Sociales,https://ideas.repec.org/s/nmp/rfaces.html,rfaces,
Far East Journal of Marketing and Management,https://ideas.repec.org/s/fej/artcal.html,artcal,
Far East Journal of Psychology and Business,https://ideas.repec.org/s/fej/articl.html,articl,
Farm and Business - The Journal of the Caribbean Agro-Economic Society,https://ideas.repec.org/s/ags/fabtho.html,fabtho,
Farm Policy,https://ideas.repec.org/s/ags/waufpo.html,waufpo,
farmdoc daily,https://ideas.repec.org/s/ags/illufd.html,illufd,
Federal Reserve Bank of Atlanta Brief,https://ideas.repec.org/s/fip/fedabr.html,fedabr,
Federal Reserve Bulletin,https://ideas.repec.org/s/fip/fedgrb.html,fedgrb,
Fedgazette,https://ideas.repec.org/s/fip/fedmga.html,fedmga,
Feminist Economics,https://ideas.repec.org/s/taf/femeco.html,femeco,
FIIB Business Review,https://ideas.repec.org/s/sae/fbbsrw.html,fbbsrw,
Finance and Stochastics,https://ideas.repec.org/s/spr/finsto.html,finsto,
Finance Research Letters,https://ideas.repec.org/s/eee/finlet.html,finlet,
"Finance, Accounting and Business Analysis",https://ideas.repec.org/s/aan/journl.html,journl,
Finance,https://ideas.repec.org/s/cai/finpug.html,finpug,
Financial Analysts Journal,https://ideas.repec.org/s/taf/ufajxx.html,ufajxx,
Financial and Economic Review,https://ideas.repec.org/s/mnb/finrev.html,finrev,
Financial Aspects of Recent Trends in the Global Economy,https://ideas.repec.org/s/srs/finart.html,finart,
Financial Economics Insights,https://ideas.repec.org/s/axf/feiaaa.html,feiaaa,
Financial Economics Letters,https://ideas.repec.org/s/bba/j00007.html,j00007,
